2022-04-01 05:05:01.633 ERROR [queue-executor-handler-4][?:?]:[online#12711120_80064|PUNCMH|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":4429}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648760701509}},\"lastRefreshTime\":1648760701506},\"del\":{}}","rid":"online#12711120_80064","requestJson":{"index":1,"type":1}}
2022-04-01 06:17:54.716 ERROR [queue-executor-handler-8][?:?]:[online#20165384_40404|月初心|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":4652}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1961}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765074712}},\"lastRefreshTime\":1648765074712},\"del\":{}}","rid":"online#20165384_40404","requestJson":{"index":1,"type":1}}
2022-04-01 06:17:58.497 ERROR [queue-executor-handler-8][?:?]:[online#20165384_40404|月初心|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":4655}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1661}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765078493}},\"lastRefreshTime\":1648765078492},\"del\":{}}","rid":"online#20165384_40404","requestJson":{"index":1,"type":1}}
2022-04-01 06:17:59.998 ERROR [queue-executor-handler-8][?:?]:[online#20165384_40404|月初心|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":4657}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1361}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765079993}},\"lastRefreshTime\":1648765079993},\"del\":{}}","rid":"online#20165384_40404","requestJson":{"index":1,"type":1}}
2022-04-01 06:18:01.543 ERROR [queue-executor-handler-8][?:?]:[online#20165384_40404|月初心|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":7}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":761}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765081536}},\"lastRefreshTime\":1648765081535},\"del\":{}}","rid":"online#20165384_40404","requestJson":{"index":1,"type":1}}
2022-04-01 06:18:01.958 ERROR [queue-executor-handler-8][?:?]:[online#20165384_40404|月初心|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":8}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":461}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765081953}},\"lastRefreshTime\":1648765081952},\"del\":{}}","rid":"online#20165384_40404","requestJson":{"index":1,"type":1}}
2022-04-01 06:18:00.996 ERROR [queue-executor-handler-8][?:?]:[online#20165384_40404|月初心|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":6}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":4658}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1061}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765080993}},\"lastRefreshTime\":1648765080992},\"del\":{}}","rid":"online#20165384_40404","requestJson":{"index":1,"type":1}}
2022-04-01 06:18:02.658 ERROR [queue-executor-handler-8][?:?]:[online#20165384_40404|月初心|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":9}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":161}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765082653}},\"lastRefreshTime\":1648765082652},\"del\":{}}","rid":"online#20165384_40404","requestJson":{"index":1,"type":1}}
2022-04-01 06:18:27.692 ERROR [queue-executor-handler-5][?:?]:[online#11672151_70049|野球一拳小虾米|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":4580}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":8}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1451}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765107684}},\"lastRefreshTime\":1648765107679},\"del\":{}}","rid":"online#11672151_70049","requestJson":{"index":1,"type":1}}
2022-04-01 06:18:28.989 ERROR [queue-executor-handler-5][?:?]:[online#11672151_70049|野球一拳小虾米|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":11}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":551}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765108974}},\"lastRefreshTime\":1648765108970},\"del\":{}}","rid":"online#11672151_70049","requestJson":{"index":1,"type":1}}
2022-04-01 06:18:28.193 ERROR [queue-executor-handler-5][?:?]:[online#11672151_70049|野球一拳小虾米|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":4581}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":9}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1151}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765108184}},\"lastRefreshTime\":1648765108181},\"del\":{}}","rid":"online#11672151_70049","requestJson":{"index":1,"type":1}}
2022-04-01 06:18:28.583 ERROR [queue-executor-handler-5][?:?]:[online#11672151_70049|野球一拳小虾米|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":10}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":851}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765108575}},\"lastRefreshTime\":1648765108571},\"del\":{}}","rid":"online#11672151_70049","requestJson":{"index":1,"type":1}}
2022-04-01 06:18:29.382 ERROR [queue-executor-handler-5][?:?]:[online#11672151_70049|野球一拳小虾米|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":12}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":251}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765109373}},\"lastRefreshTime\":1648765109369},\"del\":{}}","rid":"online#11672151_70049","requestJson":{"index":1,"type":1}}
2022-04-01 06:18:32.575 ERROR [queue-executor-handler-12][?:?]:[online#153025_10008|AKAblue|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":8}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":17283}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765112570}},\"lastRefreshTime\":1648765112568},\"del\":{}}","rid":"online#153025_10008","requestJson":{"index":1,"type":1}}
2022-04-01 06:18:38.059 ERROR [queue-executor-handler-12][?:?]:[online#153025_10008|AKAblue|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":9}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":16983}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765118055}},\"lastRefreshTime\":1648765118053},\"del\":{}}","rid":"online#153025_10008","requestJson":{"index":1,"type":1}}
2022-04-01 06:18:41.511 ERROR [queue-executor-handler-7][KOSBaseHandler.java:414]:[online#18078703_80515|开飞船的大哥哥|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1164}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":604}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765121502}},\"lastRefreshTime\":1648765121500},\"del\":{}}","rid":"online#18078703_80515","requestJson":{"index":1,"type":1}}
2022-04-01 06:18:46.072 ERROR [queue-executor-handler-7][?:?]:[online#18078703_80515|开飞船的大哥哥|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":864}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":6}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":609}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765126062}},\"lastRefreshTime\":1648765126060},\"del\":{}}","rid":"online#18078703_80515","requestJson":{"index":1,"type":1}}
2022-04-01 06:19:55.259 ERROR [queue-executor-handler-5][?:?]:[online#23526894_80547|哇二附院|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":931}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":554}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765195250}},\"lastRefreshTime\":1648765195249},\"del\":{}}","rid":"online#23526894_80547","requestJson":{"index":1,"type":1}}
2022-04-01 06:20:10.999 ERROR [queue-executor-handler-7][?:?]:[online#23261328_80534|小仙女|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":2140}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765210995}},\"lastRefreshTime\":1648765210992},\"del\":{}}","rid":"online#23261328_80534","requestJson":{"index":1,"type":1}}
2022-04-01 06:20:21.976 ERROR [queue-executor-handler-7][?:?]:[online#23261328_80534|小仙女|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1840}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":6}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":1683}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765221973}},\"lastRefreshTime\":1648765221971},\"del\":{}}","rid":"online#23261328_80534","requestJson":{"index":1,"type":1}}
2022-04-01 06:20:22.991 ERROR [queue-executor-handler-7][?:?]:[online#23261328_80534|小仙女|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1540}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":7}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":1684}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765222987}},\"lastRefreshTime\":1648765222986},\"del\":{}}","rid":"online#23261328_80534","requestJson":{"index":1,"type":1}}
2022-04-01 06:21:13.630 ERROR [queue-executor-handler-5][?:?]:[online#23526894_80547|哇二附院|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":631}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":633}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765273620}},\"lastRefreshTime\":1648765273619},\"del\":{}}","rid":"online#23526894_80547","requestJson":{"index":1,"type":1}}
2022-04-01 06:22:35.669 ERROR [queue-executor-handler-9][?:?]:[online#10984998_40406|o夜雨星繁o|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2380}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":0}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"1\":1648732456603,\"2\":1648696456603,\"3\":1648710856603}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765355659}},\"lastRefreshTime\":1648765355659},\"del\":{}}","rid":"online#10984998_40406","requestJson":{"index":1,"type":1}}
2022-04-01 06:23:27.258 ERROR [queue-executor-handler-2][?:?]:[online#22834554_40381|你送我|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":902}}},\"realPvp\":{\"draw\":{\"1030\":{\"diamond\":0,\"dataId\":\"\",\"sumTimes\":1}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":352}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765407247}},\"lastRefreshTime\":1648765407245},\"del\":{}}","rid":"online#22834554_40381","requestJson":{"index":1,"type":1}}
2022-04-01 06:23:29.835 ERROR [queue-executor-handler-2][?:?]:[online#22834554_40381|你送我|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":602}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":355}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765409828}},\"lastRefreshTime\":1648765409826},\"del\":{}}","rid":"online#22834554_40381","requestJson":{"index":1,"type":1}}
2022-04-01 06:23:43.945 ERROR [queue-executor-handler-3][?:?]:[online#2085189_40396|Zoodasa|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":688}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":4936}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765423936}},\"lastRefreshTime\":1648765423932},\"del\":{}}","rid":"online#2085189_40396","requestJson":{"index":1,"type":1}}
2022-04-01 06:24:27.364 ERROR [queue-executor-handler-8][?:?]:[online#23194170_80530|上官ct|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1160}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765467359}},\"lastRefreshTime\":1648765467358},\"del\":{}}","rid":"online#23194170_80530","requestJson":{"index":1,"type":1}}
2022-04-01 06:24:37.939 ERROR [queue-executor-handler-7][?:?]:[online#17624896_80385|龙之物语|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":12028}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":9}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":3121}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765477933}},\"lastRefreshTime\":1648765477931},\"del\":{}}","rid":"online#17624896_80385","requestJson":{"index":1,"type":1}}
2022-04-01 06:24:36.634 ERROR [queue-executor-handler-7][?:?]:[online#17624896_80385|龙之物语|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":12328}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":8}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":3120}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765476629}},\"lastRefreshTime\":1648765476627},\"del\":{}}","rid":"online#17624896_80385","requestJson":{"index":1,"type":1}}
2022-04-01 06:24:43.005 ERROR [queue-executor-handler-2][KOSBaseHandler.java:414]:[online#22834554_40381|你送我|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":302}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":31}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765482998}},\"lastRefreshTime\":1648765482996},\"del\":{}}","rid":"online#22834554_40381","requestJson":{"index":1,"type":1}}
2022-04-01 06:24:46.036 ERROR [queue-executor-handler-2][?:?]:[online#22834554_40381|你送我|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":2}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":6}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":34}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765486028}},\"lastRefreshTime\":1648765486025},\"del\":{}}","rid":"online#22834554_40381","requestJson":{"index":1,"type":1}}
2022-04-01 06:24:50.152 ERROR [queue-executor-handler-12][?:?]:[online#23668768_80553|多看看|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":8}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":5072}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":93}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765490140}},\"lastRefreshTime\":1648765490139},\"del\":{}}","rid":"online#23668768_80553","requestJson":{"index":1,"type":1}}
2022-04-01 06:25:26.586 ERROR [queue-executor-handler-4][?:?]:[online#20109618_80474|ddsl|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":4260}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2389}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765526581}},\"lastRefreshTime\":1648765526579},\"del\":{}}","rid":"online#20109618_80474","requestJson":{"index":1,"type":1}}
2022-04-01 06:25:45.093 ERROR [queue-executor-handler-4][?:?]:[online#22878993_80519|囤囤鼠兽|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":1106}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1695}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765545087}},\"lastRefreshTime\":1648765545086},\"del\":{}}","rid":"online#22878993_80519","requestJson":{"index":1,"type":1}}
2022-04-01 06:27:17.450 ERROR [queue-executor-handler-9][?:?]:[online#14391564_40204|风寻木|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":856}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1171}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765637446}},\"lastRefreshTime\":1648765637444},\"del\":{}}","rid":"online#14391564_40204","requestJson":{"index":1,"type":1}}
2022-04-01 06:27:51.731 ERROR [queue-executor-handler-16][?:?]:[online#4912285_30044|万年雪松|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":15896}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765671727}},\"lastRefreshTime\":1648765671722},\"del\":{}}","rid":"online#4912285_30044","requestJson":{"index":1,"type":1}}
2022-04-01 06:27:52.273 ERROR [queue-executor-handler-16][?:?]:[online#4912285_30044|万年雪松|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":15596}}},\"union\":{\"explore\":{\"blockSize\":2}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765672268}},\"lastRefreshTime\":1648765672263},\"del\":{}}","rid":"online#4912285_30044","requestJson":{"index":1,"type":1}}
2022-04-01 06:29:18.747 ERROR [queue-executor-handler-8][?:?]:[online#20806429_80457|怪人乔德|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":15817}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":8}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2936}}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"2\":1648439037611,\"3\":1648431837611}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765758742}},\"lastRefreshTime\":1648765758741},\"del\":{}}","rid":"online#20806429_80457","requestJson":{"index":1,"type":1}}
2022-04-01 06:29:35.738 ERROR [queue-executor-handler-13][?:?]:[online#21132987_40347|李七夜|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":671}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1068}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765775731}},\"lastRefreshTime\":1648765775728},\"del\":{}}","rid":"online#21132987_40347","requestJson":{"index":1,"type":1}}
2022-04-01 06:29:40.989 ERROR [queue-executor-handler-5][?:?]:[online#4785356_40030|月之眼丶|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":4016}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":39458}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765780978}},\"lastRefreshTime\":1648765780975},\"del\":{}}","rid":"online#4785356_40030","requestJson":{"index":1,"type":1}}
2022-04-01 06:29:59.500 ERROR [queue-executor-handler-8][?:?]:[online#7065136_30073|从此佛系到关服|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1640}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"2\":1648736426925,\"3\":1648714826925,\"8\":1648758026925}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765799495}},\"lastRefreshTime\":1648765799488},\"del\":{}}","rid":"online#7065136_30073","requestJson":{"index":1,"type":1}}
2022-04-01 06:30:01.141 ERROR [queue-executor-handler-8][?:?]:[online#7065136_30073|从此佛系到关服|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1340}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"2\":1648736426925,\"3\":1648714826925,\"8\":1648758026925}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765801137}},\"lastRefreshTime\":1648765801131},\"del\":{}}","rid":"online#7065136_30073","requestJson":{"index":1,"type":1}}
2022-04-01 06:30:10.629 ERROR [queue-executor-handler-8][?:?]:[online#13767703_80370|入目皆是你|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":2245}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765810625}},\"lastRefreshTime\":1648765810624},\"del\":{}}","rid":"online#13767703_80370","requestJson":{"index":1,"type":1}}
2022-04-01 06:30:10.199 ERROR [queue-executor-handler-8][?:?]:[online#13767703_80370|入目皆是你|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":2545}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765810194}},\"lastRefreshTime\":1648765810193},\"del\":{}}","rid":"online#13767703_80370","requestJson":{"index":1,"type":1}}
2022-04-01 06:31:39.456 ERROR [queue-executor-handler-12][?:?]:[online#23616094_80551|Jolyne|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2313}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":419}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765899446}},\"lastRefreshTime\":1648765899445},\"del\":{}}","rid":"online#23616094_80551","requestJson":{"index":1,"type":1}}
2022-04-01 06:32:02.826 ERROR [queue-executor-handler-15][?:?]:[online#229109_10038|蒂兰圣雪|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":386}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":8300}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765922816}},\"lastRefreshTime\":1648765922813},\"del\":{}}","rid":"online#229109_10038","requestJson":{"index":1,"type":1}}
2022-04-01 06:32:42.680 ERROR [queue-executor-handler-4][?:?]:[online#13138746_80320|隔壁小范|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":32550}}},\"realPvp\":{\"draw\":{\"1030\":{\"diamond\":0,\"dataId\":\"\",\"sumTimes\":1}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":4976}}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"1\":1648759285156,\"3\":1648744885156}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765962676}},\"lastRefreshTime\":1648765962674},\"del\":{}}","rid":"online#13138746_80320","requestJson":{"index":1,"type":1}}
